Bronson	In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, though he's unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.	2023-01-13T16:28:15.856Z	scifi	2017	3.3	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/matrix.mp4	Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss	Steven Spielberg	116	21	Martin Scorsese	author@mir.local	https://10.react.pages.academy/static/avatar/3.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/Johnny_English.jpg	https://10.react.pages.academy/static/film/background/What-We-Do-in-the-Shadows.jpg	#D6CDAF
Shutter Island	A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson.	2023-01-11T16:28:15.856Z	crime	2023	3.9	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/matrix.mp4	Tom Cruise, Dakota Fanning, Tim Robbins	Martin Scorsese	132	16	Danny Boyle	fish@big.local	https://10.react.pages.academy/static/avatar/4.jpg	24ffwqq	https://10.react.pages.academy/static/film/poster/bronson.jpg	https://10.react.pages.academy/static/film/background/legend.jpg	#B6A99F
Johnny English	Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.	2023-01-13T16:28:15.856Z	horror	2009	4.1	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/matrix.mp4	Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis	Ethan Coen	156	13	Martin Scorsese	freedom@pisem.local	https://10.react.pages.academy/static/avatar/2.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/bronson.jpg	https://10.react.pages.academy/static/film/background/Midnight_Special.jpg	#73B39A
Shutter Island	After a sudden attack on the MI5, Johnny English, Britain's most confident yet unintelligent spy, becomes Britain's only spy.	2023-01-10T16:28:15.856Z	comedy	1991	3.6	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bike.mp4	Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo	Sally Potter	138	3	Sally Potter	fish@big.local	https://10.react.pages.academy/static/avatar/4.jpg	asd13411	https://10.react.pages.academy/static/film/poster/What-We-Do-in-the-Shadows.jpg	https://10.react.pages.academy/static/film/background/A_Star_is_Born.jpg	#977461
Beach	A look into the daily (or rather, nightly) lives of three vampires who've lived together for over 100 years, in Staten Island.	2023-01-12T16:28:15.856Z	thriller	2013	4	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Leonardo DiCaprio, Daniel York, Patcharawan Patarakijjanon	Bryan Singer	88	16	Martin Scorsese	kujo-fan@story.local	https://10.react.pages.academy/static/avatar/5.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/Bohemian_Rhapsody.jpg	https://10.react.pages.academy/static/film/background/Midnight_Special.jpg	#AD9F8B
Bronson	Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.	2023-01-12T16:28:15.856Z	romance	2014	3.4	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/bike.mp4	Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis	Wes Anderson	134	16	Martin Scorsese	test@lost.loca	https://10.react.pages.academy/static/avatar/2.jpg	24ffwqq	https://10.react.pages.academy/static/film/poster/Shutter_Island.jpg	https://10.react.pages.academy/static/film/background/Snatch.jpg	#9B7E61
Once Upon a Time in America	A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.	2023-01-16T16:28:15.856Z	crime	1992	9.3	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/matrix.mp4	Tilda Swinton, John C. Reilly, Ezra Miller	Brian Helgeland	30	16	Peter Howitt	test@lost.loca	https://10.react.pages.academy/static/avatar/6.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/Shutter_Island.jpg	https://10.react.pages.academy/static/film/background/beach.jpg	#C4C0C0
Bronson	Bohemian Rhapsody is a foot-stomping celebration of Queen, their music and their extraordinary lead singer Freddie Mercury. Freddie defied stereotypes and shattered convention to become one of the most beloved entertainers on the planet. The film traces the meteoric rise of the band through their iconic songs and revolutionary sound. They reach unparalleled success, but in an unexpected turn Freddie, surrounded by darker influences, shuns Queen in pursuit of his solo career. Having suffered greatly without the collaboration of Queen, Freddie manages to reunite with his bandmates just in time for Live Aid. While bravely facing a recent AIDS diagnosis, Freddie leads the band in one of the greatest performances in the history of rock music. Queen cements a legacy that continues to inspire outsiders, dreamers and music lovers to this day.	2023-01-12T16:28:15.856Z	scifi	2013	9.8	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Leonardo DiCaprio, Tom Hardy, Will Poulter	Lynne Ramsay	136	8	Sally Potter	author@mir.local	https://10.react.pages.academy/static/avatar/1.jpg	kfjsd7f7ah	https://10.react.pages.academy/static/film/poster/A_Star_Is_Born.jpg	https://10.react.pages.academy/static/film/background/War_of_the_Worlds.jpg	#A6B7AC
Fantastic Beasts: The Crimes of Grindelwald	Young nobleman Orlando is commanded by Queen Elizabeth I to stay forever young. Miraculously, he does just that. The film follows him as he moves through several centuries of British history, experiencing a variety of lives and relationships along the way, and even changing sex.	2023-01-11T16:28:15.856Z	drama	2004	9.8	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Owen Wilson, Adrien Brody, Jason Schwartzman	Quentin Tarantino	119	3	Guy Ritchie	test@pisem.local	https://10.react.pages.academy/static/avatar/4.jpg	kfjsd7f7ah	https://10.react.pages.academy/static/film/poster/Legend.jpg	https://10.react.pages.academy/static/film/background/Moonrise_Kingdom.jpg	#92918B
Once Upon a Time in America	A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.	2023-01-11T16:28:15.856Z	drama	1992	6.1	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/bike.mp4	Kayvan Novak, Matt Berry, Natasia Demetriou	Jemaine Clement	30	16	Wes Anderson	rolan@pochta.local	https://10.react.pages.academy/static/avatar/4.jpg	24ffwqq	https://10.react.pages.academy/static/film/poster/Bohemian_Rhapsody.jpg	https://10.react.pages.academy/static/film/background/beach.jpg	#AD9F8B
Moonrise Kingdom	In 1954, a U.S. Marshal investigates the disappearance of a murderer, who escaped from a hospital for the criminally insane.	2023-01-14T16:28:15.856Z	scifi	2009	4.1	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/matrix.mp4	Leonardo DiCaprio, Tom Hardy, Will Poulter	Jeff Nichols	132	2	Martin Scorsese	freedom@pisem.local	https://10.react.pages.academy/static/avatar/2.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/A_Star_Is_Born.jpg	https://10.react.pages.academy/static/film/background/What-We-Do-in-the-Shadows.jpg	#92918B
Dardjeeling Limited	As Earth is invaded by alien tripod fighting machines, one family fights for survival.	2023-01-13T16:28:15.856Z	comedy	1993	3.3	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Leonardo DiCaprio, Daniel York, Patcharawan Patarakijjanon	Peter Howitt	113	9	Peter Howitt	freedom@pisem.local	https://10.react.pages.academy/static/avatar/2.jpg	asd13411	https://10.react.pages.academy/static/film/poster/Gangs_of_New_York_Poster.jpg	https://10.react.pages.academy/static/film/background/Johnny_English.jpg	#C6CADF
Dardjeeling Limited	A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.	2023-01-11T16:28:15.856Z	family	2011	8.8	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Michael Fassbender, Marion Cotillard, Jack Madigan	Sergio Leone	170	16	Jemaine Clement	author@mir.local	https://10.react.pages.academy/static/avatar/3.jpg	kfjsd7f7ah	https://10.react.pages.academy/static/film/poster/Aviator.jpg	https://10.react.pages.academy/static/film/background/War_of_the_Worlds.jpg	#73B39A
War of the Worlds	A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.	2023-01-11T16:28:15.856Z	crime	1996	3.3	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Brad Pitt, David Thewlis, BD Wong	Steven Spielberg	113	2	Wes Anderson	rolan@pochta.local	https://10.react.pages.academy/static/avatar/4.jpg	asd13411	https://10.react.pages.academy/static/film/poster/Snatch.jpg	https://10.react.pages.academy/static/film/background/Midnight_Special.jpg	#A6B7AC
Johnny English	A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.	2023-01-10T16:28:15.856Z	romance	2012	3.3	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Michael Fassbender, Marion Cotillard, Jack Madigan	Bryan Singer	91	8	Steven Spielberg	president@dka.local	https://10.react.pages.academy/static/avatar/1.jpg	asd13411	https://10.react.pages.academy/static/film/poster/Bohemian_Rhapsody.jpg	https://10.react.pages.academy/static/film/background/Macbeth.jpg	#C6CADF
Moonrise Kingdom	A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.	2023-01-15T16:28:15.856Z	thriller	2002	9.8	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Leonardo DiCaprio, Daniel York, Patcharawan Patarakijjanon	David Yates	112	16	Peter Howitt	president@dka.local	https://10.react.pages.academy/static/avatar/5.jpg	kfjsd7f7ah	https://10.react.pages.academy/static/film/poster/beach.jpg	https://10.react.pages.academy/static/film/background/legend.jpg	#FDFDFC
Dardjeeling Limited	In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, though he's unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.	2023-01-10T16:28:15.856Z	drama	2012	6.1	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Owen Wilson, Adrien Brody, Jason Schwartzman	Steven Spielberg	104	13	Martin Scorsese	author@mir.local	https://10.react.pages.academy/static/avatar/3.jpg	24ffwqq	https://10.react.pages.academy/static/film/poster/Macbeth.jpg	https://10.react.pages.academy/static/film/background/Aviator.jpg	#E1DAD7
Dardjeeling Limited	Kevin's mother struggles to love her strange child, despite the increasingly dangerous things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.	2023-01-14T16:28:15.856Z	scifi	2013	10	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Lady Gaga, Bradley Cooper, Sam Elliott	Martin Scorsese	30	21	Wes Anderson	snow@pisem.local	https://10.react.pages.academy/static/avatar/2.jpg	24ffwqq	https://10.react.pages.academy/static/film/poster/Dardjeeling_Limited.jpg	https://10.react.pages.academy/static/film/background/Orlando.jpg	#AD9F8B
Bohemian Rhapsody	A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.	2023-01-13T16:28:15.856Z	documentary	2008	3.3	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bike.mp4	Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo	David Yates	91	16	Steven Spielberg	kujo-fan@story.local	https://10.react.pages.academy/static/avatar/5.jpg	kfjsd7f7ah	https://10.react.pages.academy/static/film/poster/Shutter_Island.jpg	https://10.react.pages.academy/static/film/background/Revenant.jpg	#F0DBA2
What We Do in the Shadows	A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.	2023-01-15T16:28:15.856Z	documentary	1995	10	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Brad Pitt, David Thewlis, BD Wong	Peter Howitt	156	16	Wes Anderson	author@mir.local	https://10.react.pages.academy/static/avatar/3.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/beach.jpg	https://10.react.pages.academy/static/film/background/Shutter_Island.jpg	#73B39A
Dardjeeling Limited	A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.	2023-01-11T16:28:15.856Z	documentary	1993	3.5	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/matrix.mp4	John Travolta, Uma Thurman, Samuel L. Jackson	Bryan Singer	136	16	Peter Howitt	test@lost.loca	https://10.react.pages.academy/static/avatar/6.jpg	asd13411	https://10.react.pages.academy/static/film/poster/Gangs_of_New_York_Poster.jpg	https://10.react.pages.academy/static/film/background/What-We-Do-in-the-Shadows.jpg	#D6CDAF
Macbeth	A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.	2023-01-11T16:28:15.857Z	documentary	2021	3.4	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Rowan Atkinson, John Malkovich, Natalie Imbruglia	Jeff Nichols	136	6	Sally Potter	author@mir.local	https://10.react.pages.academy/static/avatar/6.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/matrix.jpg	https://10.react.pages.academy/static/film/background/Midnight_Special.jpg	#AD9F8B
Johnny English	A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.	2023-01-11T16:28:15.857Z	thriller	2007	3.3	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Leonardo DiCaprio, Daniel York, Patcharawan Patarakijjanon	Lynne Ramsay	153	16	Martin Scorsese	freedom@pisem.local	https://10.react.pages.academy/static/avatar/4.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/Midnight_Special.jpg	https://10.react.pages.academy/static/film/background/legend.jpg	#977461
Dardjeeling Limited	Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.	2023-01-14T16:28:15.857Z	family	2011	3.3	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo	Wes Anderson	30	16	Martin Scorsese	kujo-fan@story.local	https://10.react.pages.academy/static/avatar/4.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/Macbeth.jpg	https://10.react.pages.academy/static/film/background/Seven_Years_in_Tibet.jpg	#929FA5
Bohemian Rhapsody	Vicenarian Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss. Excited and intrigued, he sets out to find it.	2023-01-13T16:28:15.857Z	thriller	2012	3.6	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Robert De Niro, James Woods, Elizabeth McGovern	Guy Ritchie	134	3	Sally Potter	rolan@pochta.local	https://10.react.pages.academy/static/avatar/2.jpg	24ffwqq	https://10.react.pages.academy/static/film/poster/Shutter_Island.jpg	https://10.react.pages.academy/static/film/background/matrix.jpg	#F1E9CE
Moonrise Kingdom	In 1954, a U.S. Marshal investigates the disappearance of a murderer, who escaped from a hospital for the criminally insane.	2023-01-15T16:28:15.857Z	comedy	1993	1.5	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Brad Pitt, David Thewlis, BD Wong	Lynne Ramsay	167	13	Steven Spielberg	author@mir.local	https://10.react.pages.academy/static/avatar/2.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/Revenant.jpg	https://10.react.pages.academy/static/film/background/We_need_to_talk_about_Kevin.jpg	#F0DBA2
Seven Years in Tibet	A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson.	2023-01-11T16:28:15.857Z	drama	1991	3.3	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Eddie Redmayne, Katherine Waterston, Dan Fogler	Wes Anderson	132	2	Jemaine Clement	test@lost.loca	https://10.react.pages.academy/static/avatar/1.jpg	24ffwqq	https://10.react.pages.academy/static/film/poster/Once_Upon_a_Time_in_America.jpg	https://10.react.pages.academy/static/film/background/Pulp_Fiction.jpg	#CBAC79
Moonrise Kingdom	As Earth is invaded by alien tripod fighting machines, one family fights for survival.	2023-01-14T16:28:15.857Z	drama	1999	10	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Eddie Redmayne, Katherine Waterston, Dan Fogler	Martin Scorsese	167	8	Martin Scorsese	kujo-fan@story.local	https://10.react.pages.academy/static/avatar/2.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/matrix.jpg	https://10.react.pages.academy/static/film/background/What-We-Do-in-the-Shadows.jpg	#AD9F8B
Matrix	True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet.	2023-01-11T16:28:15.857Z	documentary	2023	2.6	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/matrix.mp4	Tilda Swinton, Billy Zane, Quentin Crisp	Martin Scorsese	134	3	Danny Boyle	test@lost.loca	https://10.react.pages.academy/static/avatar/2.jpg	24ffwqq	https://10.react.pages.academy/static/film/poster/Pulp_Fiction.jpg	https://10.react.pages.academy/static/film/background/Aviator.jpg	#AD9F8B
Snatch	In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.	2023-01-16T16:28:15.857Z	crime	2000	4	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Tilda Swinton, Billy Zane, Quentin Crisp	Brian Helgeland	153	3	Sally Potter	test@lost.loca	https://10.react.pages.academy/static/avatar/4.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/Revenant.jpg	https://10.react.pages.academy/static/film/background/Shutter_Island.jpg	#C6CADF
Gangs of new york	In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.	2023-01-16T16:28:15.857Z	thriller	1997	3.3	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/matrix.mp4	John Travolta, Uma Thurman, Samuel L. Jackson	Nicolas Winding Refn	134	21	Martin Scorsese	freedom@pisem.local	https://10.react.pages.academy/static/avatar/1.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/Moonrise_Kingdom.jpg	https://10.react.pages.academy/static/film/background/What-We-Do-in-the-Shadows.jpg	#929FA5
Johnny English	As Earth is invaded by alien tripod fighting machines, one family fights for survival.	2023-01-14T16:28:15.857Z	documentary	2006	1.5	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/bike.mp4	Michael Fassbender, Marion Cotillard, Jack Madigan	Danny Boyle	229	13	Martin Scorsese	rolan@pochta.local	https://10.react.pages.academy/static/avatar/2.jpg	asd13411	https://10.react.pages.academy/static/film/poster/matrix.jpg	https://10.react.pages.academy/static/film/background/Moonrise_Kingdom.jpg	#A6B7AC
We need to talk about Kevin	A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.	2023-01-15T16:28:15.857Z	documentary	1998	2.6	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/matrix.mp4	Tom Hardy, Emily Browning, Taron Egerton	Danny Boyle	92	3	Wes Anderson	author@mir.local	https://10.react.pages.academy/static/avatar/1.jpg	kfjsd7f7ah	https://10.react.pages.academy/static/film/poster/Revenant.jpg	https://10.react.pages.academy/static/film/background/Macbeth.jpg	#B9B27E
The Revenant	A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.	2023-01-12T16:28:15.857Z	documentary	1991	9.9	https://10.react.pages.academy/static/film/video/dog.mp4	https://10.react.pages.academy/static/film/video/bubbles.mp4	Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss	Martin Scorsese	136	13	Steven Spielberg	test@pisem.local	https://10.react.pages.academy/static/avatar/4.jpg	21fssa1	https://10.react.pages.academy/static/film/poster/Shutter_Island.jpg	https://10.react.pages.academy/static/film/background/Revenant.jpg	#B9B27E
Matrix	In an effort to thwart Grindelwald's plans of raising pure-blood wizards to rule over all non-magical beings, Albus Dumbledore enlists his former student Newt Scamander, who agrees to help, though he's unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.	2023-01-11T16:28:15.857Z	documentary	2007	9.9	https://10.react.pages.academy/static/film/video/traffic.mp4	https://10.react.pages.academy/static/film/video/matrix.mp4	Tilda Swinton, John C. Reilly, Ezra Miller	Alejandro G. Iñárritu	136	6	Martin Scorsese	author@mir.local	https://10.react.pages.academy/static/avatar/4.jpg	24ffwqq	https://10.react.pages.academy/static/film/poster/Macbeth.jpg	https://10.react.pages.academy/static/film/background/No_Country_for_Old_Men.jpg	#AD9F8B
